datetime,open,high,low,close
2026-07-01 16:45:00+00:00,4075.37557,4075.9762,4071.30706,4071.71746
2026-07-01 17:00:00+00:00,4072.59276,4072.98794,4067.76351,4070.09797
2026-07-01 17:15:00+00:00,4069.0944,4071.99283,4068.77327,4069.05503
2026-07-01 17:30:00+00:00,4069.61976,4073.54173,4067.96963,4071.7136
2026-07-01 17:45:00+00:00,4072.03395,4072.51758,4067.52085,4067.67016
2026-07-01 18:00:00+00:00,4068.00898,4070.34196,4066.22031,4069.58682
2026-07-01 18:15:00+00:00,4067.67913,4071.16395,4062.9468,4063.13932
2026-07-01 18:30:00+00:00,4063.48774,4065.70174,4061.73842,4062.52268
2026-07-01 18:45:00+00:00,4062.28574,4062.78496,4058.11217,4062.24508
2026-07-01 19:00:00+00:00,4062.02052,4068.34825,4062.02052,4065.60323
2026-07-01 19:15:00+00:00,4065.18182,4066.24093,4055.77626,4059.24765
2026-07-01 19:30:00+00:00,4058.87213,4059.75966,4053.93122,4054.03734
2026-07-01 19:45:00+00:00,4054.19918,4054.19918,4035.34966,4038.58819
2026-07-01 20:00:00+00:00,4037.86443,4039.50248,4029.65828,4034.10639
2026-07-01 20:15:00+00:00,4034.49655,4039.09847,4034.17226,4039.02895
2026-07-01 20:30:00+00:00,4038.85066,4038.88764,4033.55921,4034.49723
2026-07-01 20:45:00+00:00,4034.40528,4035.05567,4030.47036,4031.56804
2026-07-01 21:00:00+00:00,4031.38647,4031.84249,4030.79528,4030.88964
2026-07-01 21:15:00+00:00,4030.97372,4031.30061,4030.47036,4031.05979
2026-07-01 21:30:00+00:00,4031.00197,4031.27226,4030.8831,4031.16834
2026-07-01 21:45:00+00:00,4031.09378,4031.51328,4030.74673,4031.13515
2026-07-01 22:00:00+00:00,4031.143,4041.62741,4031.11607,4036.45435
2026-07-01 22:15:00+00:00,4036.83473,4039.50557,4035.2528,4039.36396
2026-07-01 22:30:00+00:00,4039.10292,4040.40404,4037.63072,4040.35598
2026-07-01 22:45:00+00:00,4040.20056,4044.80032,4039.58796,4044.58166
2026-07-01 23:00:00+00:00,4044.29628,4044.81657,4038.67021,4039.20871
2026-07-01 23:15:00+00:00,4040.19591,4040.19591,4034.16858,4036.44105
2026-07-01 23:30:00+00:00,4035.57525,4040.42544,4035.18683,4035.8745
2026-07-01 23:45:00+00:00,4036.03557,4036.81576,4034.04736,4035.59478
2026-07-02 00:00:00+00:00,4035.79995,4044.22146,4028.94876,4042.4097
2026-07-02 00:15:00+00:00,4043.05336,4048.2552,4040.65308,4044.64374
2026-07-02 00:30:00+00:00,4044.74534,4047.08837,4038.44601,4038.67874
2026-07-02 00:45:00+00:00,4039.20016,4052.35645,4039.20016,4050.71499
2026-07-02 01:00:00+00:00,4050.60546,4067.85177,4050.14841,4065.78914
2026-07-02 01:15:00+00:00,4066.33596,4066.33596,4051.20726,4051.3572
2026-07-02 01:30:00+00:00,4051.55771,4056.64578,4045.79844,4050.40163
2026-07-02 01:45:00+00:00,4050.94376,4056.9911,4045.43817,4050.94022
2026-07-02 02:00:00+00:00,4052.62785,4052.62785,4041.52849,4045.21143
2026-07-02 02:15:00+00:00,4044.1832,4054.328,4044.1832,4052.14551
2026-07-02 02:30:00+00:00,4051.90866,4056.53159,4048.2552,4056.31063
2026-07-02 02:45:00+00:00,4055.68459,4060.7488,4054.15446,4060.54234
2026-07-02 03:00:00+00:00,4059.89288,4059.89288,4056.03539,4056.27374
2026-07-02 03:15:00+00:00,4056.87104,4066.1977,4056.87104,4065.79358
2026-07-02 03:30:00+00:00,4065.58254,4067.35541,4062.06841,4067.30804
2026-07-02 03:45:00+00:00,4067.07459,4074.31551,4063.66023,4070.66679
2026-07-02 04:00:00+00:00,4071.38814,4072.98794,4068.51377,4068.70828
2026-07-02 04:15:00+00:00,4069.05541,4070.54811,4064.73846,4066.21942
2026-07-02 04:30:00+00:00,4065.76832,4065.76832,4061.73842,4064.18385
2026-07-02 04:45:00+00:00,4063.71624,4065.37117,4061.45214,4061.92557
2026-07-02 05:00:00+00:00,4062.28772,4062.28772,4055.15004,4055.49674
2026-07-02 05:15:00+00:00,4056.11601,4061.73842,4055.46373,4058.70042
2026-07-02 05:30:00+00:00,4059.15856,4067.21029,4053.99927,4061.33349
2026-07-02 05:45:00+00:00,4061.79968,4067.02456,4060.01398,4066.80046
2026-07-02 06:00:00+00:00,4066.68202,4074.89735,4066.68202,4069.02944
2026-07-02 06:15:00+00:00,4069.49839,4079.80091,4068.34825,4076.24891
2026-07-02 06:30:00+00:00,4076.89946,4076.89946,4066.03237,4066.30634
2026-07-02 06:45:00+00:00,4066.98269,4076.3085,4066.98269,4075.11156
2026-07-02 07:00:00+00:00,4075.6282,4075.6282,4067.35541,4067.76469
2026-07-02 07:15:00+00:00,4068.47911,4068.52313,4061.07993,4063.1351
2026-07-02 07:30:00+00:00,4062.79039,4075.14569,4060.83644,4074.85873
2026-07-02 07:45:00+00:00,4074.62617,4075.01947,4064.53819,4065.81237
2026-07-02 08:00:00+00:00,4066.10581,4073.48568,4061.21423,4070.9563
2026-07-02 08:15:00+00:00,4071.64736,4078.31488,4069.15807,4075.06236
2026-07-02 08:30:00+00:00,4074.87608,4077.30572,4072.65619,4077.23055
2026-07-02 08:45:00+00:00,4077.05272,4079.80091,4072.44982,4077.06992
2026-07-02 09:00:00+00:00,4077.78157,4077.78157,4070.16973,4072.51022
2026-07-02 09:15:00+00:00,4072.21723,4074.20467,4066.03237,4067.09388
2026-07-02 09:30:00+00:00,4067.02183,4071.3297,4064.71019,4071.04839
2026-07-02 09:45:00+00:00,4070.51747,4072.15865,4064.71019,4066.95913
2026-07-02 10:00:00+00:00,4066.73329,4067.6882,4062.89359,4063.30173
2026-07-02 10:15:00+00:00,4063.82416,4067.52085,4062.56348,4066.17026
2026-07-02 10:30:00+00:00,4066.48685,4069.50718,4063.71912,4065.73186
2026-07-02 10:45:00+00:00,4067.55467,4067.55467,4061.70424,4066.54479
2026-07-02 11:00:00+00:00,4065.81171,4069.66552,4057.8438,4062.33265
2026-07-02 11:15:00+00:00,4061.64497,4066.36304,4061.48134,4065.42084
2026-07-02 11:30:00+00:00,4065.47284,4071.23802,4063.55398,4070.55075
2026-07-02 11:45:00+00:00,4068.92699,4072.58816,4066.48924,4066.99731
2026-07-02 12:00:00+00:00,4067.73357,4073.15384,4063.29773,4067.44532
2026-07-02 12:15:00+00:00,4068.46924,4069.50718,4059.82169,4069.21606
2026-07-02 12:30:00+00:00,4068.63093,4139.75824,4059.98264,4135.38961
2026-07-02 12:45:00+00:00,4137.9478,4137.9478,4117.29122,4117.95763
2026-07-02 13:00:00+00:00,4118.8628,4129.60626,4114.04122,4123.27822
2026-07-02 13:15:00+00:00,4121.378,4125.41254,4110.82792,4111.21172
2026-07-02 13:30:00+00:00,4112.37769,4136.22305,4108.91012,4135.10638
2026-07-02 13:45:00+00:00,4134.00888,4142.39852,4128.13738,4135.01759
2026-07-02 14:00:00+00:00,4135.45635,4138.90154,4126.26367,4126.45441
2026-07-02 14:15:00+00:00,4126.73772,4133.93964,4117.25366,4118.67951
2026-07-02 14:30:00+00:00,4121.70533,4125.10344,4115.05699,4117.3429
2026-07-02 14:45:00+00:00,4117.949,4128.15799,4116.26019,4128.00873
2026-07-02 15:00:00+00:00,4127.55292,4131.37781,4118.27314,4129.77657
2026-07-02 15:15:00+00:00,4129.62201,4129.62201,4122.18146,4125.70651
2026-07-02 15:30:00+00:00,4126.49342,4130.73686,4122.59258,4126.73811
2026-07-02 15:45:00+00:00,4126.60111,4129.50116,4124.52076,4128.15099
2026-07-02 16:00:00+00:00,4127.22324,4129.33064,4122.18146,4123.15417
2026-07-02 16:15:00+00:00,4123.08166,4123.34578,4115.73445,4117.5956
2026-07-02 16:30:00+00:00,4117.54462,4117.54462,4100.37723,4115.8698
2026-07-02 16:45:00+00:00,4115.4544,4119.97363,4114.10402,4118.55277
2026-07-02 17:00:00+00:00,4118.36272,4119.29478,4113.96758,4116.0835
2026-07-02 17:15:00+00:00,4116.62168,4119.54591,4112.86406,4114.54384
2026-07-02 17:30:00+00:00,4114.77501,4114.77501,4107.66411,4107.92956
2026-07-02 17:45:00+00:00,4108.27483,4110.15208,4105.71324,4107.07121
2026-07-02 18:00:00+00:00,4107.45901,4124.07395,4105.35636,4119.6149
2026-07-02 18:15:00+00:00,4119.86925,4122.76895,4116.22815,4122.23539
2026-07-02 18:30:00+00:00,4121.53154,4125.92318,4121.53154,4122.79593
2026-07-02 18:45:00+00:00,4123.39999,4123.8814,4119.9374,4122.427
2026-07-02 19:00:00+00:00,4122.12588,4124.05147,4113.70274,4113.91603
2026-07-02 19:15:00+00:00,4114.1022,4115.41307,4108.08332,4112.70489
2026-07-02 19:30:00+00:00,4111.7051,4114.54905,4111.7051,4113.63372
2026-07-02 19:45:00+00:00,4113.50464,4123.83744,4113.24093,4120.94459
2026-07-02 20:00:00+00:00,4121.6046,4122.35139,4117.22954,4120.07649
2026-07-02 20:15:00+00:00,4120.19817,4125.5886,4118.75608,4123.12201
2026-07-02 20:30:00+00:00,4123.35204,4125.07219,4120.73478,4121.41818
2026-07-02 20:45:00+00:00,4121.56794,4123.94117,4119.1251,4123.87904
2026-07-02 21:00:00+00:00,4123.72424,4124.22155,4122.69129,4124.0266
2026-07-02 21:15:00+00:00,4123.94113,4124.25122,4123.8814,4124.08604
2026-07-02 21:30:00+00:00,4123.97195,4124.15508,4123.71134,4124.13256
2026-07-02 21:45:00+00:00,4124.06155,4124.25601,4123.8814,4124.08834
2026-07-02 22:00:00+00:00,4124.01405,4127.96698,4122.47647,4124.8229
2026-07-02 22:15:00+00:00,4124.99222,4125.24236,4123.01538,4123.92799
2026-07-02 22:30:00+00:00,4123.62604,4126.09341,4122.69129,4123.54353
2026-07-02 22:45:00+00:00,4123.22723,4126.26367,4123.22723,4124.17879
2026-07-02 23:00:00+00:00,4124.37085,4127.67229,4124.37085,4126.56133
2026-07-02 23:15:00+00:00,4126.40834,4130.35397,4124.61347,4129.70583
2026-07-02 23:30:00+00:00,4129.84498,4130.96431,4120.90817,4124.63913
2026-07-02 23:45:00+00:00,4122.55111,4130.6952,4122.55111,4126.56116
2026-07-03 00:00:00+00:00,4126.72023,4135.49375,4123.62183,4133.70285
2026-07-03 00:15:00+00:00,4129.46592,4139.92962,4129.46592,4138.02027
2026-07-03 00:30:00+00:00,4138.25683,4139.24417,4133.51761,4134.0556
2026-07-03 00:45:00+00:00,4135.05039,4150.23864,4135.05039,4149.28341
2026-07-03 01:00:00+00:00,4149.33156,4179.02963,4145.21895,4178.65839
2026-07-03 01:15:00+00:00,4177.5784,4191.46617,4173.7969,4191.25632
2026-07-03 01:30:00+00:00,4190.89768,4195.33479,4180.20088,4180.69731
2026-07-03 01:45:00+00:00,4181.47071,4183.22527,4174.98248,4183.0552
2026-07-03 02:00:00+00:00,4182.71575,4183.70078,4177.28393,4179.1515
2026-07-03 02:15:00+00:00,4179.21169,4180.53742,4176.58606,4177.72746
2026-07-03 02:30:00+00:00,4177.71881,4186.90337,4177.71881,4181.44361
2026-07-03 02:45:00+00:00,4182.14212,4186.55279,4179.22325,4184.86959
2026-07-03 03:00:00+00:00,4185.0047,4185.76991,4180.07775,4183.20201
2026-07-03 03:15:00+00:00,4182.61676,4183.92536,4179.55362,4182.18232
2026-07-03 03:30:00+00:00,4181.90361,4183.05261,4177.7301,4178.16867
2026-07-03 03:45:00+00:00,4179.05402,4180.72833,4175.60067,4176.49801
2026-07-03 04:00:00+00:00,4176.2845,4178.339,4173.7969,4177.99492
2026-07-03 04:15:00+00:00,4178.01042,4182.35048,4177.28393,4178.57593
2026-07-03 04:30:00+00:00,4178.7895,4179.53336,4175.53969,4177.68252
2026-07-03 04:45:00+00:00,4177.33672,4178.9406,4174.66811,4178.78315
2026-07-03 05:00:00+00:00,4178.56546,4180.77679,4177.45843,4178.31242
2026-07-03 05:15:00+00:00,4178.14742,4179.37894,4173.05334,4175.76696
2026-07-03 05:30:00+00:00,4175.37616,4181.47606,4173.67552,4174.92904
2026-07-03 05:45:00+00:00,4175.07772,4176.32309,4169.96789,4171.07495
2026-07-03 06:00:00+00:00,4171.23355,4171.91412,4164.22876,4164.87584
2026-07-03 06:15:00+00:00,4165.76356,4166.57398,4161.98443,4163.48715
2026-07-03 06:30:00+00:00,4163.98267,4173.1002,4163.98267,4170.18873
2026-07-03 06:45:00+00:00,4170.14971,4174.31959,4169.58794,4173.51379
2026-07-03 07:00:00+00:00,4172.78317,4180.77679,4172.22964,4176.32653
2026-07-03 07:15:00+00:00,4177.60553,4177.60553,4170.48962,4174.54127
2026-07-03 07:30:00+00:00,4174.26426,4179.02963,4173.97112,4177.45213
2026-07-03 07:45:00+00:00,4177.93351,4180.77679,4175.73305,4175.93561
2026-07-03 08:00:00+00:00,4176.30227,4186.20228,4171.33617,4184.20064
2026-07-03 08:15:00+00:00,4183.81644,4185.17297,4182.17557,4182.21446
2026-07-03 08:30:00+00:00,4182.33245,4186.90337,4180.95158,4183.10836
2026-07-03 08:45:00+00:00,4182.62653,4185.38755,4177.24487,4182.18452
2026-07-03 09:00:00+00:00,4181.85026,4181.85026,4176.06281,4179.36554
2026-07-03 09:15:00+00:00,4179.0608,4180.07534,4171.70748,4174.19074
2026-07-03 09:30:00+00:00,4173.64115,4173.64115,4168.92483,4170.7164
2026-07-03 09:45:00+00:00,4170.47037,4175.01351,4170.47037,4173.2602
2026-07-03 10:00:00+00:00,4173.16731,4180.77679,4171.05605,4180.65255
2026-07-03 10:15:00+00:00,4180.36491,4182.19681,4178.6782,4179.46436
2026-07-03 10:30:00+00:00,4180.69932,4180.69932,4175.92723,4177.54444
2026-07-03 10:45:00+00:00,4176.95611,4178.33117,4175.19101,4177.4701
2026-07-03 11:00:00+00:00,4177.50838,4183.10943,4176.07673,4182.53996
2026-07-03 11:15:00+00:00,4181.39837,4186.55279,4181.39837,4184.51732
2026-07-03 11:30:00+00:00,4184.22116,4185.67661,4183.0044,4185.48826
2026-07-03 11:45:00+00:00,4185.40824,4186.27472,4178.50577,4178.66879
2026-07-03 12:00:00+00:00,4179.15536,4182.87531,4177.98203,4178.92542
2026-07-03 12:15:00+00:00,4179.08482,4179.69536,4173.27435,4174.01696
2026-07-03 12:30:00+00:00,4173.51922,4177.63295,4172.88074,4174.07236
2026-07-03 12:45:00+00:00,4174.29754,4177.93314,4172.40372,4172.57735
2026-07-03 13:00:00+00:00,4173.24474,4179.47649,4164.97828,4165.28261
